target,Param,mean_PV,sd_PV,hpd_3%_PV,hpd_97%_PV,mcse_mean_PV,mcse_sd_PV,ess_mean_PV,ess_sd_PV,ess_bulk_PV,ess_tail_PV,r_hat_PV,class_PV,FC_PV,SigFactor_PV,Status_PV,mean_CVB,sd_CVB,hpd_3%_CVB,hpd_97%_CVB,mcse_mean_CVB,mcse_sd_CVB,ess_mean_CVB,ess_sd_CVB,ess_bulk_CVB,ess_tail_CVB,r_hat_CVB,class_CVB,FC_CVB,SigFactor_CVB,Status_CVB,CVB_PV
DNAJC7,MP,6.213,0.159,5.927,6.519,0.002,0.001,11250,11188,11431,9848,1,NA,0.0611885461901917,0.203979952991267,Unchanged,7.975,0.313,7.367,8.539,0.004,0.003,6069,6069,5876,9134,1,NA,-0.0201200925776121,-0.0443006231209796,Unchanged,Unchanged Unchanged
DNAJC7,Max,22.176,1.163,20.192,24.457,0.014,0.01,6560,6427,7025,7664,1,NA,0.60233925614693,0.308642637159652,Unchanged,13.708,1.193,11.529,15.795,0.042,0.03,820,780,869,4117,1.01,NA,-0.190867978718001,-0.11980202693276,Unchanged,Unchanged Unchanged
DNAJC7,Slope,1.715,0.626,0.914,2.579,0.009,0.007,5064,4132,7794,7758,1,NA,-0.590839067057826,-0.483735633372746,Unchanged,0.96,0.249,0.545,1.423,0.003,0.002,7866,7866,7396,9760,1,NA,-0.063215295003662,-0.184990357015365,Unchanged,NA
DNAJC7,dof,5.721,4.267,0.867,13.694,0.048,0.034,7964,7964,5818,6692,1,NA,1.75839068462393,0.558422720408178,Unchanged,9.202,6.356,0.546,20.35,0.258,0.183,606,606,272,248,1.02,NA,2.38309689554572,0.58015687711912,Unchanged,NA
DNAJC7,k,-0.441,0.762,-1.916,0.925,0.009,0.008,7440,4635,8224,7546,1,NA,NA,NA,Unchanged,-0.209,0.628,-1.457,0.967,0.007,0.007,7309,4220,7688,7686,1.01,NA,-0.0999957899767215,-0.130023093581037,Unchanged,NA
DNAJC7,sigma,2.375,0.495,1.406,3.257,0.007,0.005,5475,5475,5467,5219,1,NA,0.148295663429125,0.135405947017335,Unchanged,1.667,0.49,0.443,2.324,0.039,0.028,159,159,288,147,1.02,NA,0.941487156541937,1.33100345802886,Unchanged,NA
DNM1,MP,5.774,0.249,5.209,6.027,0.006,0.004,1957,1957,2017,3747,1,NA,-0.0445304005154945,-0.126286857208561,Unchanged,7.936,0.065,7.772,7.971,0.018,0.013,12,12,7,42,2.47,NA,-0.0271925857303307,-0.145300675824591,Unchanged,Unchanged Unchanged
DNM1,Max,6.966,0.453,6.146,7.849,0.007,0.005,4251,4235,4237,6050,1,NA,-1.06825752840356,-0.866249324000472,Unchanged,9.412,0.16,9.322,9.578,0.03,0.022,28,28,8,36,1.53,NA,-0.733312850012877,-1.87893099131627,Down,Down Unchanged
DNM1,Slope,23.746,24.2,1.471,70.34,0.525,0.371,2126,2126,2541,3555,1,NA,3.20056496419383,0.407437270271918,Unchanged,3.496,1.378,1.38,4.971,0.678,0.521,4,4,5,26,2.89,NA,1.80138357888842,2.60658970973684,Up,NA
DNM1,dof,9.045,5.405,1.276,19.019,0.083,0.059,4218,4218,3768,4943,1,NA,2.41924384309862,0.653245416566417,Unchanged,0.224,0.215,0.132,0.488,0.058,0.042,14,14,5,17,2.96,NA,-2.97727992349992,-5.40598545042246,Down,NA
DNM1,k,0.18,0.375,-0.574,0.864,0.006,0.004,4112,4112,4092,5456,1,NA,3.49185309632967,3.98853049558135,Unchanged,-0.005,0.023,-0.042,0.006,0.004,0.003,30,30,12,35,2.7,NA,-5.48542682717024,-50.6868023863637,Up,NA
DNM1,sigma,1.139,0.194,0.768,1.505,0.003,0.002,3984,3984,3924,2957,1,NA,-0.911864102968435,-1.31949841374579,Down,0.031,0.094,0,0.155,0.024,0.018,15,15,5,25,2.87,NA,-4.8073549220576,-23.6755196166913,Down,NA
DNM2,MP,7.609,0.245,7.13,8.054,0.002,0.001,13638,13592,13729,12190,1,NA,0.353605354333437,0.943541600703977,Unchanged,9.493,0.513,8.346,10.195,0.013,0.009,1535,1535,1593,4638,1.01,NA,0.231259471699046,0.405391594525132,Unchanged,Unchanged Unchanged
DNM2,Max,34.371,2.07,30.642,38.246,0.023,0.016,8315,8172,8605,9092,1,NA,1.23453192007454,0.473756890969629,Unchanged,26.276,3.074,22.143,31.633,0.138,0.098,494,494,301,517,1.01,NA,0.747859594973099,0.314722998939196,Unchanged,Unchanged Unchanged
DNM2,Slope,0.835,0.171,0.538,1.157,0.002,0.001,9618,9618,9341,10972,1,NA,-1.62919954075659,-2.18763543628137,Down,0.757,0.194,0.447,1.071,0.01,0.007,385,385,318,490,1.02,NA,-0.405956400626449,-1.40916315051501,Unchanged,NA
DNM2,dof,11.467,5.841,1.899,21.899,0.05,0.035,13842,13842,11711,10218,1,NA,2.76153943754545,0.702338547284155,Unchanged,3.903,5.501,0.278,15.39,0.172,0.122,1025,1025,153,69,1.02,NA,1.14573290188143,0.319302717718908,Unchanged,NA
DNM2,k,-1.373,1.32,-3.866,1.093,0.014,0.011,8871,7256,9240,9115,1,NA,NA,NA,Unchanged,-0.551,1.001,-2.778,1.116,0.022,0.016,2163,2046,1579,2915,1,NA,1.29855358651355,1.33219251526004,Unchanged,NA
DNM2,sigma,3.307,0.457,2.481,4.195,0.004,0.003,10556,10556,10357,8966,1,NA,0.625891195514567,0.593889887820105,Unchanged,1.894,1.514,0.135,4.403,0.081,0.057,349,349,129,41,1.03,NA,1.12566938302391,1.05647160815758,Unchanged,NA
DNM3,MP,5.854,0.205,5.364,6.089,0.005,0.003,1818,1818,2107,2514,1,NA,-0.0246787623427258,-0.0743417154788172,Unchanged,7.945,0.12,7.714,8.162,0.001,0.001,15086,15055,15221,13286,1,NA,-0.0255573918813245,-0.0910167222375189,Unchanged,Unchanged Unchanged
DNM3,Max,14.809,0.942,12.907,16.5,0.017,0.012,3069,3069,2973,4290,1,NA,0.0198143173223294,0.01106177386067,Unchanged,17.544,0.579,16.442,18.623,0.007,0.005,7841,7830,7856,10696,1,NA,0.165091641436419,0.144923485287944,Unchanged,Unchanged Unchanged
DNM3,Slope,22.082,23.335,1.293,66.988,1.104,0.781,446,446,700,454,1.01,NA,3.09575129652809,0.403502193694589,Unchanged,1.055,0.113,0.841,1.264,0.001,0.001,9531,9531,9493,11372,1,NA,0.0729213929823668,0.30743899516611,Unchanged,NA
DNM3,dof,4.592,3.407,0.948,11.026,0.065,0.046,2777,2777,2387,3808,1,NA,1.4412459822657,0.516370217489711,Unchanged,9.462,5.667,1.419,19.824,0.048,0.034,13724,13724,10675,9533,1,NA,2.42329459995415,0.611953617278691,Unchanged,NA
DNM3,k,0.175,0.681,-1.141,1.488,0.013,0.009,2620,2620,2474,4949,1,NA,3.45121111183233,2.91549719879723,Unchanged,-0.243,0.378,-0.947,0.473,0.004,0.003,8098,8098,8141,10035,1,NA,0.117457581548177,0.199545514136014,Unchanged,NA
DNM3,sigma,2.41,0.554,1.437,3.476,0.012,0.008,2125,2125,2047,3185,1,NA,0.169401296440777,0.147373912668782,Unchanged,1.022,0.182,0.68,1.371,0.002,0.001,9918,9918,9892,7457,1,NA,0.235628248493142,0.549600998412427,Unchanged,NA
DPF2,MP,5.976,0.114,5.732,6.204,0.002,0.001,5406,5406,6408,5230,1,NA,0.00507864003776083,0.0189607118776945,Unchanged,7.837,0.235,7.509,8.305,0.006,0.004,1714,1708,2082,4122,1,NA,-0.0453031144375286,-0.121036175265037,Unchanged,Unchanged Unchanged
DPF2,Max,19.315,1.151,17.053,21.453,0.021,0.015,3032,3032,2998,1843,1,NA,0.40306177112901,0.20333846523212,Unchanged,14.279,0.334,13.601,14.855,0.006,0.005,2685,2685,2851,2367,1,NA,-0.131991128922798,-0.15280497434411,Unchanged,Unchanged Unchanged
DPF2,Slope,13.317,17.277,0.816,48.648,0.68,0.481,646,646,1048,543,1.01,NA,2.36614956592825,0.36143392847815,Unchanged,1.465,0.294,0.948,1.923,0.007,0.005,1578,1578,1659,2983,1,NA,0.54657905869743,1.51783603790169,Unchanged,NA
DPF2,dof,11.346,5.828,1.887,21.962,0.079,0.056,5429,5429,4643,4313,1,NA,2.74623520426093,0.697140327604935,Unchanged,1.051,1.22,0.357,1.837,0.024,0.017,2640,2640,2011,1813,1,NA,-0.747087891595342,-0.665305391003336,Unchanged,NA
DPF2,k,0.136,0.88,-1.583,1.725,0.015,0.012,3414,2836,3416,2738,1,NA,3.08746284125034,2.32517360597096,Unchanged,-0.045,0.132,-0.308,0.167,0.002,0.002,4209,2946,4259,4911,1,NA,-2.31550182572793,-6.80147975636045,Unchanged,NA
DPF2,sigma,2.724,0.395,1.985,3.493,0.006,0.004,5026,5026,5066,4552,1,NA,0.346094853335524,0.350111976648721,Unchanged,0.451,0.267,0.101,0.915,0.006,0.004,2143,2143,1749,978,1,NA,-0.944567609189098,-2.02992516730382,Unchanged,NA
DPM1,MP,5.533,0.329,5.008,5.992,0.006,0.004,3309,3309,2841,1028,1,NA,-0.106039584308652,-0.274188144994604,Unchanged,7.784,0.304,7.21,8.342,0.007,0.005,1865,1865,1832,6917,1,NA,-0.0550929013360945,-0.123428683479084,Unchanged,Unchanged Unchanged
DPM1,Max,24.035,2.547,18.955,28.48,0.044,0.032,3344,3228,3510,4758,1,NA,0.718476897034974,0.246351145559415,Unchanged,21.631,1.913,17.641,24.738,0.197,0.14,94,94,101,31,1.04,NA,0.467214286870257,0.227363229312089,Unchanged,Unchanged Unchanged
DPM1,Slope,27.878,28.776,0.45,82.437,0.539,0.381,2853,2853,2500,9022,1,NA,3.4320075157375,0.400425501091993,Unchanged,1.235,0.757,0.633,1.921,0.027,0.02,792,699,2431,719,1,NA,0.30018943585986,0.725289938280025,Unchanged,NA
DPM1,dof,5.824,4.751,0.606,14.961,0.079,0.056,3609,3609,2012,997,1.01,NA,1.78413369578871,0.535594427920492,Unchanged,8.798,5.985,0.472,19.382,0.431,0.305,193,193,77,23,1.05,NA,2.3183250403526,0.577575502028641,Unchanged,NA
DPM1,k,0.61,1.915,-3.106,4.241,0.032,0.023,3606,3338,3875,4090,1,NA,5.25266543245025,2.65436788944202,Unchanged,-0.316,0.95,-2.107,1.538,0.01,0.01,8774,4155,9110,8885,1.02,NA,0.496425826119499,0.526393705826687,Unchanged,NA
DPM1,sigma,6.42,1.824,2.702,9.508,0.041,0.029,2027,2027,2212,2283,1.01,NA,1.58294144733312,0.753757029514589,Unchanged,3.257,0.873,0.65,4.352,0.146,0.104,36,36,81,21,1.05,NA,1.90777677195142,1.92250966246288,Unchanged,NA
DPYSL2,MP,5.883,0.398,5.006,6.547,0.007,0.005,3701,3701,3967,5141,1,NA,-0.0175494718381711,-0.0362610968939246,Unchanged,8.048,0.097,7.862,8.228,0.001,0.001,13277,13257,13357,12152,1,NA,-0.00697430631167894,-0.0274792035490042,Unchanged,Unchanged Unchanged
DPYSL2,Max,19.06,2.188,14.925,22.907,0.033,0.024,4511,4267,4744,6118,1,NA,0.38388821280702,0.143788179863699,Unchanged,21.805,0.549,20.776,22.843,0.006,0.004,8314,8314,8306,10482,1,NA,0.478772914731793,0.431718691644415,Unchanged,Unchanged Unchanged
DPYSL2,Slope,24.706,27.171,0.182,77.014,0.394,0.279,4750,4750,3795,7776,1,NA,3.2577419029199,0.392637341051402,Unchanged,0.857,0.066,0.737,0.983,0.001,0,9001,8921,9177,11368,1,NA,-0.226954496499681,-1.25471594630735,Down,NA
DPYSL2,dof,11.041,5.738,1.927,21.439,0.065,0.046,7756,7756,6696,7373,1,NA,2.70692228023611,0.697003800416439,Unchanged,7.191,4.733,1.197,16.171,0.043,0.031,12021,12021,10393,12030,1,NA,2.02734184881277,0.567594624162003,Unchanged,NA
DPYSL2,k,0.469,1.706,-2.567,3.77,0.025,0.019,4525,3984,4750,6308,1,NA,4.87344411251538,2.65173751011581,Unchanged,-0.5,0.346,-1.144,0.158,0.004,0.003,8005,7426,8113,9706,1,NA,1.15842936260448,2.05527127149842,Unchanged,NA
DPYSL2,sigma,5.561,0.801,4.137,7.158,0.01,0.007,5933,5933,5817,5511,1,NA,1.37571248712815,0.983251944037868,Unchanged,0.825,0.162,0.531,1.134,0.002,0.001,10048,10048,9699,9123,1,NA,-0.0733009233113012,-0.183024812553673,Unchanged,NA
DROSHA,MP,6.153,0.146,5.886,6.432,0.001,0.001,13373,13341,13457,12983,1,NA,0.0471884844495317,0.163801514922089,Unchanged,8.054,0.271,7.564,8.588,0.003,0.002,9941,9874,10099,9623,1,NA,-0.00589913917145188,-0.0138957608080923,Unchanged,Unchanged Unchanged
DROSHA,Max,24.928,1.279,22.642,27.437,0.015,0.01,7613,7538,7782,9144,1,NA,0.771107232071386,0.372644521807426,Unchanged,22.662,1.467,20.039,25.523,0.017,0.012,7396,7166,7949,7765,1,NA,0.534389113924154,0.295835574146431,Unchanged,Unchanged Unchanged
DROSHA,Slope,1.719,1.054,0.915,2.378,0.042,0.032,624,529,4605,2692,1,NA,-0.587478098639939,-0.513115947626409,Unchanged,0.726,0.13,0.489,0.972,0.002,0.001,7030,7030,6888,8143,1,NA,-0.46628015261643,-1.83970226940237,Down,NA
DROSHA,dof,6.761,4.461,1.135,15.157,0.047,0.033,9179,9179,6466,5871,1,NA,1.99935998740205,0.607290193357243,Unchanged,8.016,5.509,0.893,18.361,0.061,0.043,8211,8211,5293,4421,1,NA,2.18403194763769,0.566131862147683,Unchanged,NA
DROSHA,k,-0.5,0.904,-2.219,1.206,0.01,0.008,7939,6828,8211,8693,1,NA,NA,NA,Unchanged,-0.747,0.84,-2.317,0.826,0.009,0.008,7882,5477,8727,7830,1,NA,1.73760951073163,1.98419833710805,Unchanged,NA
DROSHA,sigma,2.874,0.499,1.936,3.816,0.007,0.005,5343,5343,5496,4366,1,NA,0.423428211780789,0.383630707593648,Unchanged,1.908,0.416,1.064,2.657,0.006,0.004,4713,4713,4794,3565,1,NA,1.13629422356103,1.7455893866403,Up,NA
DSCC1,MP,6.131,0.185,5.89,6.54,0.004,0.003,2118,2118,1757,4152,1,NA,0.0420208965572913,0.133686281029929,Unchanged,7.742,0.293,7.275,8.332,0.005,0.004,3174,3174,2779,5614,1,NA,-0.0628983038248949,-0.1458294058792,Unchanged,Unchanged Unchanged
DSCC1,Max,15.518,0.867,13.919,17.138,0.021,0.015,1725,1708,1676,6067,1,NA,0.0872827247947694,0.0514804195744804,Unchanged,20.518,1.32,18.087,23.211,0.02,0.014,4562,4562,4732,3013,1,NA,0.39100403485254,0.223933050156154,Unchanged,Unchanged Unchanged
DSCC1,Slope,14.594,20.853,0.738,50.001,1.892,1.753,121,71,384,159,1.01,NA,2.49825581030401,0.376029981560398,Unchanged,1.234,1.581,0.671,1.608,0.097,0.068,268,268,1044,990,1,NA,0.299020788537237,0.847043602102443,Unchanged,NA
DSCC1,dof,4.208,2.883,1.051,9.291,0.055,0.039,2786,2786,1826,4726,1,NA,1.31525804488232,0.521143846433631,Unchanged,2.211,2.49,0.359,5.396,0.052,0.037,2319,2319,602,238,1.01,NA,0.325848464258705,0.15729318471086,Unchanged,NA
DSCC1,k,0.043,0.604,-1.044,1.207,0.017,0.012,1331,1331,1291,4469,1.01,NA,1.4262647547021,1.30211336994837,Unchanged,-0.287,0.619,-1.516,0.827,0.008,0.007,5708,3984,6339,5942,1,NA,0.357552004618083,0.472887854405023,Unchanged,NA
DSCC1,sigma,2.268,0.455,1.45,3.158,0.009,0.007,2350,2350,2375,3234,1,NA,0.0817887902656812,0.0777431885022124,Unchanged,1.611,0.781,0.19,3.014,0.027,0.019,846,846,503,160,1.01,NA,0.89218954626209,1.02939953047178,Unchanged,NA
DYNC1H1,MP,20.308,3.89,16.061,28.052,0.07,0.049,3101,3101,3075,2781,1,NA,1.76987475197815,1.31097086017029,Up,23.95,3.348,21.18,29.668,1.673,1.281,4,4,4,11,4.05,NA,1.5663491393937,1.28153229038482,Up,Up Up
DYNC1H1,Max,48.737,29.077,0.002,93.194,0.345,0.244,7100,7100,5290,2794,1,NA,1.7383575424389,0.190556628677673,Unchanged,44.058,10.218,30.381,55.421,5.105,3.911,4,4,4,13,3.79,NA,1.49351793011885,0.386932131412181,Unchanged,Unchanged Unchanged
DYNC1H1,Slope,41.051,30.083,0.419,94.735,0.318,0.225,8945,8945,6695,6069,1,NA,3.99029781783084,0.434068848192819,Unchanged,65.15,17.379,43.253,87.265,8.683,6.652,4,4,4,14,4.73,NA,6.02137166773068,2.48876598312499,Up,NA
DYNC1H1,dof,0.426,0.081,0.277,0.577,0.001,0.001,6587,6587,6472,7902,1,NA,-1.98895132418415,-4.13022565884575,Down,0.253,0.091,0.152,0.402,0.046,0.035,4,4,5,19,3,NA,-2.80164127086321,-6.07047569529399,Down,NA
DYNC1H1,k,0.29,0.04,0.218,0.367,0,0,6858,6692,7220,6590,1,NA,4.17990909001493,14.8323545276431,Up,0,0,0,0,0,0,20000,20000,539,31,1.85,NA,-Inf,-Inf,Up,NA
DYNC1H1,sigma,0.165,0.055,0.07,0.268,0.001,0,6990,6990,6629,7354,1,NA,-3.69909392043073,-10.3270257561898,Down,0,0,0,0,0,0,20000,20000,5,14,2.63,NA,-Inf,-Inf,Down,NA
DYNC1LI1,MP,6.071,0.132,5.842,6.35,0.002,0.001,6132,6063,6576,8270,1,NA,0.0278326650992778,0.100161574718812,Unchanged,8.433,0.126,8.201,8.674,0.001,0.001,12442,12442,12636,12089,1,NA,0.0604413429842931,0.209482236229257,Unchanged,Unchanged Unchanged
DYNC1LI1,Max,26.015,1.471,23.337,28.737,0.03,0.021,2383,2383,2332,5888,1,NA,0.832683800873771,0.379190550909935,Unchanged,17.385,0.51,16.418,18.32,0.006,0.004,8269,8174,8718,9123,1,NA,0.151956991377815,0.142842337063871,Unchanged,Unchanged Unchanged
DYNC1LI1,Slope,6.213,10.924,0.846,22.696,0.691,0.515,250,225,808,280,1,NA,1.26624241082367,0.286178583662233,Unchanged,0.943,0.084,0.785,1.099,0.001,0.001,9481,9481,9354,10763,1,NA,-0.0889919299370841,-0.435471744100729,Unchanged,NA
DYNC1LI1,dof,8.03,5.521,0.67,18.061,0.115,0.081,2305,2305,1210,653,1,NA,2.24752332799469,0.612988297678513,Unchanged,1.597,0.813,0.627,2.787,0.009,0.006,8814,8814,9058,10633,1,NA,-0.143486248146288,-0.105770268525277,Unchanged,NA
DYNC1LI1,k,0.017,1.047,-1.971,1.982,0.021,0.015,2556,2556,2505,4340,1,NA,0.0874628412503394,0.0602554826753306,Unchanged,-0.224,0.214,-0.638,0.164,0.002,0.002,7790,5978,8545,7716,1,NA,0,0,Unchanged,NA
DYNC1LI1,sigma,3.114,0.69,1.75,4.381,0.026,0.018,714,714,908,638,1,NA,0.539137094402489,0.412906088462764,Unchanged,0.736,0.222,0.368,1.153,0.002,0.002,8281,8281,8035,9005,1,NA,-0.237989276387466,-0.520812910930864,Unchanged,NA
DYNLL1,MP,6.423,0.148,6.121,6.714,0.004,0.003,1573,1573,2053,662,1,NA,0.109145788355189,0.363544719973433,Unchanged,7.651,0.126,7.412,7.891,0.001,0.001,14591,14575,14709,12769,1,NA,-0.0799562883876973,-0.275377552139677,Unchanged,Unchanged Unchanged
DYNLL1,Max,22.654,0.931,20.931,24.501,0.016,0.012,3253,3253,3123,1191,1,NA,0.633105901917315,0.35458186879923,Unchanged,40.789,1.165,38.638,43.02,0.012,0.009,8949,8915,9068,10061,1,NA,1.38229406216775,0.856063091094266,Unchanged,Unchanged Unchanged
DYNLL1,Slope,2.937,6.982,1.088,3.157,0.535,0.379,170,170,1351,458,1,NA,0.185295622206851,0.136091471090044,Unchanged,0.929,0.096,0.749,1.105,0.001,0.001,10169,10143,10210,11900,1,NA,-0.110571104229528,-0.508148709842781,Unchanged,NA
DYNLL1,dof,2.597,3.404,0.332,8.904,0.066,0.046,2682,2682,2660,4665,1,NA,0.618969354268424,0.240457495346165,Unchanged,8.607,5.235,1.43,18.521,0.044,0.031,14140,14140,11531,11349,1,NA,2.2866599079323,0.599236202134837,Unchanged,NA
DYNLL1,k,-0.082,0.569,-1.148,1.109,0.012,0.009,2322,2175,3164,1212,1,NA,NA,NA,Unchanged,-0.991,0.752,-2.426,0.407,0.008,0.006,8996,8139,9202,9907,1,NA,2.14538632512888,2.58040163045864,Unchanged,NA
DYNLL1,sigma,2.127,1.114,0.477,4.236,0.026,0.019,1876,1642,2166,3028,1,NA,-0.0108118167158753,-0.00692747566804831,Unchanged,1.895,0.351,1.248,2.571,0.003,0.002,10646,10646,10234,8570,1,NA,1.12643090061397,1.8988200779369,Up,NA
DYRK1A,MP,6.118,0.208,5.762,6.548,0.004,0.003,2317,2317,3229,2910,1,NA,0.0389585988067262,0.112712027366617,Unchanged,8.222,0.332,7.569,8.836,0.004,0.003,7035,7013,7081,7738,1,NA,0.0238847604467313,0.0505796999304046,Unchanged,Unchanged Unchanged
DYRK1A,Max,10.203,0.409,9.465,10.962,0.006,0.004,4460,4460,4348,5788,1,NA,-0.517666494561286,-0.447727146263618,Unchanged,12.765,1.279,10.599,14.951,0.034,0.024,1433,1433,1308,1279,1.01,NA,-0.293692537942694,-0.182511395606091,Unchanged,Unchanged Unchanged
DYRK1A,Slope,16.817,21.928,1.421,62.022,0.647,0.543,1150,816,1937,1124,1,NA,2.70280081629054,0.366792241903042,Unchanged,0.895,0.564,0.481,1.285,0.021,0.015,711,711,3000,4615,1,NA,-0.164362018460562,-0.502629091249847,Unchanged,NA
DYRK1A,dof,1.383,0.523,0.527,2.273,0.009,0.006,3593,3593,2767,1844,1,NA,-0.290075503259489,-0.249688872208623,Unchanged,8.261,6.446,0.496,19.843,0.152,0.107,1799,1799,948,464,1.01,NA,2.22746587059405,0.548636181697196,Unchanged,NA
DYRK1A,k,0.076,0.238,-0.371,0.543,0.003,0.002,4948,4902,5006,5627,1,NA,2.24792751344359,3.22066534719254,Unchanged,-0.3,0.624,-1.554,0.837,0.009,0.008,5224,3221,5969,5380,1,NA,0.421463768438277,0.551792184328363,Unchanged,NA
DYRK1A,sigma,0.972,0.29,0.454,1.531,0.006,0.004,2643,2643,2470,1524,1,NA,-1.14060363107077,-1.36533554021653,Down,1.504,0.514,0.35,2.166,0.02,0.014,691,691,777,352,1.01,NA,0.793037619233158,1.14102470838532,Unchanged,NA
DYRK2,MP,6.077,0.194,5.735,6.478,0.004,0.003,2413,2370,3258,2334,1,NA,0.0292577837935832,0.0870613155695333,Unchanged,8.357,0.082,8.203,8.51,0.001,0.001,8936,8936,8957,8912,1,NA,0.0473805244062067,0.203832927292009,Unchanged,Unchanged Unchanged
DYRK2,Max,22.785,1.895,18.648,25.751,0.047,0.033,1627,1627,1851,2840,1.01,NA,0.641424464120318,0.254682370363823,Unchanged,11.606,0.332,10.98,12.254,0.004,0.003,6119,6119,6272,4810,1,NA,-0.431015241683821,-0.495050417618793,Unchanged,Unchanged Unchanged
DYRK2,Slope,13.359,20.566,0.612,56.953,1.226,0.868,281,281,494,308,1.01,NA,2.37069246904606,0.333663683368491,Unchanged,1.206,0.103,1.013,1.403,0.001,0.001,6878,6780,6970,6190,1,NA,0.265908301287904,1.16754538524268,Up,NA
DYRK2,dof,4.306,5.219,0.355,15.026,0.133,0.094,1533,1533,921,2557,1.01,NA,1.34847165975725,0.400425953132574,Unchanged,4.326,4.122,0.523,12.289,0.049,0.035,7131,7131,4752,4622,1,NA,1.29418310440446,0.408753520711783,Unchanged,NA
DYRK2,k,0.196,1.212,-2.128,2.827,0.025,0.018,2424,2320,2524,3073,1.01,NA,3.61470984411521,2.22427257923705,Unchanged,-0.075,0.125,-0.331,0.156,0.001,0.001,8128,6461,8550,7800,1,NA,-1.57853623156172,-4.57925850572526,Unchanged,NA
DYRK2,sigma,3.138,1.801,0.588,6.136,0.065,0.046,775,775,758,1714,1.01,NA,0.55021350229155,0.290185370958699,Unchanged,0.46,0.15,0.188,0.726,0.002,0.002,4799,4799,4494,4029,1,NA,-0.916061181500104,-2.42154488810403,Down,NA
E2F1,MP,6.076,0.071,5.953,6.217,0.001,0.001,4627,4627,4471,9511,1,NA,0.029020361750607,0.144870201568282,Unchanged,7.581,0.17,7.261,7.901,0.001,0.001,14141,14130,14196,12718,1,NA,-0.0932164464512747,-0.27774498248033,Unchanged,Unchanged Unchanged
E2F1,Max,16.587,0.443,15.685,17.384,0.007,0.005,4217,4217,4474,6090,1,NA,0.183393071082742,0.14888827708367,Unchanged,18.245,0.708,16.927,19.56,0.007,0.005,9322,9271,9426,10879,1,NA,0.221615075234669,0.177057931929116,Unchanged,Unchanged Unchanged
E2F1,Slope,3.901,7.743,1.512,8.198,0.621,0.46,156,142,1066,416,1.01,NA,0.594796354906562,0.243013895614523,Unchanged,1.202,0.222,0.821,1.619,0.002,0.002,8754,8592,9009,11422,1,NA,0.261115290099005,0.801502787946575,Unchanged,NA
E2F1,dof,1.038,0.68,0.367,1.869,0.034,0.024,395,395,1162,580,1,NA,-0.704070216052103,-0.653418249229574,Unchanged,10.294,5.8,1.337,20.824,0.049,0.035,13767,13767,10376,7419,1,NA,2.54488122164901,0.624561525559057,Unchanged,NA
E2F1,k,0.037,0.241,-0.406,0.537,0.005,0.004,2126,1761,2931,2216,1,NA,1.20945336562895,1.70596327039036,Unchanged,-0.214,0.454,-1.073,0.636,0.005,0.004,10053,7876,10267,10700,1,NA,-0.0658879356564573,-0.102032835593503,Unchanged,NA
E2F1,sigma,1.007,0.52,0.211,1.907,0.021,0.019,606,370,1072,588,1,NA,-1.08956816666976,-1.0393312349604,Down,1.275,0.226,0.85,1.712,0.002,0.002,10418,10418,10541,6901,1,NA,0.554730299301741,1.15847705476627,Unchanged,NA
EBNA1BP2,MP,6.696,0.08,6.544,6.844,0.001,0.001,9706,9687,9663,9460,1,NA,0.169198019798867,0.792342323456688,Unchanged,8.034,0.014,8.013,8.049,0.007,0.005,4,4,4,11,3.7,NA,-0.00948615007173908,-0.119174244291521,Unchanged,Unchanged Unchanged
EBNA1BP2,Max,17.851,0.533,16.844,18.807,0.006,0.004,7591,7590,7585,10269,1,NA,0.289344988801259,0.218539570857629,Unchanged,19.145,0.034,19.088,19.17,0.017,0.013,4,4,5,12,2.43,NA,0.291081584500348,1.31779944795184,Up,Up Unchanged
EBNA1BP2,Slope,1.754,0.183,1.424,2.104,0.002,0.001,9375,9321,9462,11670,1,NA,-0.558398895673267,-0.71537883904452,Unchanged,5.05,0.835,4.042,6.33,0.417,0.32,4,4,4,22,3.17,NA,2.33196178191434,4.22734407847242,Up,NA
EBNA1BP2,dof,2.293,1.671,0.591,4.808,0.019,0.013,7998,7998,6478,6086,1,NA,0.43935969517081,0.243348496177637,Unchanged,0.102,0.017,0.076,0.125,0.008,0.006,4,4,4,11,3.38,NA,-4.11220950358603,-20.1259966021616,Down,NA
EBNA1BP2,k,-0.121,0.236,-0.574,0.343,0.002,0.002,9760,7755,10023,9932,1,NA,NA,NA,Unchanged,0,0,0,0,0,0,13,13,19,14,1.36,NA,-Inf,-Inf,Up,NA
EBNA1BP2,sigma,0.999,0.31,0.443,1.578,0.004,0.003,6521,6521,5934,5304,1,NA,-1.10107526688413,-1.28390110791614,Down,0,0,0,0,0,0,8,8,6,15,1.92,NA,-Inf,-Inf,Down,NA
ECD,MP,5.899,0.095,5.709,6.039,0.006,0.004,240,236,192,8072,1.02,NA,-0.013631098922876,-0.0608628248593924,Unchanged,7.54,0.318,6.929,8.118,0.003,0.002,13434,13434,13412,8294,1,NA,-0.101040087961179,-0.220874945019284,Unchanged,Unchanged Unchanged
